,вопрос,класс
9931,лишённый возможность влиять принятие политический,0
9932,решение ограничение свобода выражение авторитарный,0
9933,режим приводить нарушение право человек,0
9934,гражданский активист журналист оппозиционный лидер,0
9935,часто подвергаться преследование арест насилие,0
9936,становиться мишень правительство мочь свободно,0
9937,выразить идея заявлять нарушение правительство,0
9938,угроза демократия связать усиление политический,0
9939,экстремизм влияние авторитарный идеология авторитарный,0
9940,лидер часто использовать националистический риторика,0
9941,создавать политика направить группа человек,0
9942,раса приводить распределение общество конфликт,0
9943,нарастать ненависть несмотря угроза авторитаризм,0
9944,демократия являться сильный инструмент борьба,0
9945,угроза массовый движение гражданский активист,0
9946,организация защита право человек работать,0
9947,вместе предотвратить ограничение свобода защитить,0
9948,демократический ценность демократия требовать строгость,0
9949,активный участие гражданин уважение правовой,0
9950,государство важно осознавать проблема связанный,0
9951,авторитаризм бороться против защитить демократия,0
9952,обеспечить свобода справедливость мотивация эффективность,0
9953,работа команда играть ключевой роль,0
9954,достижение успех любой проект предприятие,0
9955,каждый член команда ощущать внутренний,0
9956,мотивация стремиться общий цель положительно,0
9957,влиять качество работа достижение поставить,0
9958,задача важный фактор мотивация являться,0
9959,ясный определение цель задача команда,0
9960,должный выполнить каждый член команда,0
9961,понимать ожидаться настроиться достижение цель,0
9962,эффективно работать кроме мотивация возникать,0
9963,возможность участие процесс принятие решение,0
9964,ощущение контроль работа член команда,0
9965,возможность выражать идея предложение ощущать,0
9966,больший ответственность результат проявлять больший,0
9967,интерес работа важный аспект мотивация,0
9968,являться вознаграждение член команда видеть,0
9969,усилие оцениваться вознаграждаться повышать мотивация,0
9970,работа желание достигнуть больший результат,0
9971,мотивация команда связать общий атмосфера,0
9972,коллектив позитивный поддерживать рабочий климат,0
9973,уважение взаимопонимание являться основный ценность,0
9974,способствовать высокий мотивация каждый член,0
9975,команда мотивация человек равно недостаточный,0
9976,эффективный работа команда работа команда,0
9977,требовать сотрудничество общение распределение роль,0
9978,обязанность член команда ясно понимать,0
9979,ответственность взаимосвязь участник содействовать эффективный,0
9980,выполнение работа следовать обратить внимание,0
9981,коммуникация команда открытый эффективный коммуникация,0
9982,являться необходимый условие успех работа,0
9983,каждый член команда свободно высказать,0
9984,мысль идея услышать понять способствовать,0
9985,эффективный координация работа достижение общий,0
9986,цель эффективность работа команда зависеть,0
9987,оценка анализ работа регулярный обратный,0
9988,связь взаимный поддержка помогать выявить,0
9989,достижение улучшить место недостаток позволять,0
9990,команда постоянно расти развиваться становиться,0
9991,эффективный образ мотивация эффективность работа,0
9992,команда тесно связать каждый член,0
9993,команда ощущать внутренний мотивация работать,0
9994,поддерживать атмосфера взаимодействовать сотрудничать эффективно,0
9995,способствовать успешный реализация проект достижение,0
9996,общий цель социальный предпринимательство концепция,0
9997,бизнес сочетать прибыльность социальный ответственность,0
9998,форма предпринимательство основать решение социальный,0
9999,экологический проблема получение прибыль основный,0
10000,задача социальный предпринимательство являться улучшение,0
10001,жизнь человек общество особенно находиться,0
10002,уязвимый положение социальный предприниматель часто,0
10003,заниматься решение проблема нищета безработица,0
10004,доступ образование здравоохранение сохранение окружающий,0
10005,среда социальный вызов значимость социальный,0
10006,предпринимательство общество трудно переоценить первый,0
10007,концепция призвать помочь наиболее нуждаться,0
10008,поддержка бедный бездомный ребёнок ограниченный,0
10009,возможность уязвимый группа социальный предприниматель,0
10010,разрабатывать реализовать проект направить повышение,0
10011,качество жизнь человек предоставлять доступ,0
10012,образование здравоохранение создавать рабочий место,0
10013,второй социальный предпринимательство способствовать устойчивый,0
10014,развитие общество предприниматель работать сфера,0
10015,часто придумывать инновационный решение проблема,0
10016,связанный окружающий среда энергетика счёт,0
10017,использование новый технология метод снижать,0
10018,негативный воздействие окружающий среда способствовать,0
10019,экономия ресурс кроме социальный предприниматель,0
10020,способствовать развитие экономика создание рабочий,0
10021,место создавать новый бизнес помимо,0
10022,получение прибыль иметь социальный значимость,0
10023,позволять увеличить количество рабочий место,0
10024,повысить качество жизнь район бизнес,0
10025,осуществлять деятельность образ социальный предпринимательство,0
10026,играть значительный роль современный общество,0
10027,оно помогать решать социальный экологический,0
10028,проблема улучшать жизнь самый уязвимый,0
10029,группа население способствовать устойчивый развитие,0
10030,создание рабочий место поэтому поддержка,0
10031,развитие социальный предприниматель являться важный,0
10032,задача общество целое развитие робототехника,0
10033,искусственный интеллект являться самый важный,0
10034,актуальный направление современный мир каждый,0
10035,год наблюдать стремительный прогресс область,0
10036,приводить революционный изменение различный сфера,0
10037,человеческий деятельность робототехника наука изучать,0
10038,разработка создание робот автоматический машина,0
10039,обладать способность выполнение различный задача,0
10040,ранее требовать участие человек робот,0
10041,находить применение медицина промышленность сельский,0
10042,хозяйство финансовый сфера многий отрасль,0
10043,способный выполнять опасный монотонный работа,0
10044,увеличивать производительность безопасность человек искусственный,0
10045,интеллект система способный имитировать когнитивный,0
10046,функция человек обучение анализ информация,0
10047,принятие решение находить применение различный,0
10048,сфера начинать самоуправляющий автомобиль система,0
10049,здравоохранение благодаря искусственный интеллект возможно,0
10050,создание система способный обрабатывать анализировать,0
10051,больший объём данные помогать находить,0
10052,новый научный открытие решать сложный,0
10053,проблема развитие робототехника искусственный интеллект,0
10054,возникать ряд этический социальный вопрос,0
10055,например сохранить человеческий сотрудничество повысить,0
10056,занятость условие автоматизация обеспечить безопасность,0
10057,надёжность система основать искусственный интеллект,0
10058,сделать робот машина вытеснять человек,0
10059,союзник ответ вопрос необходимо взаимодействие,0
10060,специалист область робототехника искусственный интеллект,0
10061,экономика этика право наука должный,0
10062,работать вместе создавать робот система,0
10063,искусственный интеллект способный учитывать потребность,0
10064,интерес человек развитие робототехника искусственный,0
10065,интеллект предоставлять огромный потенциал улучшение,0
10066,качество жизнь человек экономический рост,0
10067,научный открытие важно забывать этический,0
10068,социальный правовой аспект достигнуть баланс,0
10069,автоматизация сохранение человеческий фактор развитие,0
10070,робототехника искусственный интеллект полезный безопасный,0
10071,современный мир экономический неравенство бедность,0
10072,являться глобальный проблема вызывать огромный,0
10073,тревога требовать немедленный действие сторона,0
10074,государство международный организация общественность целое,0
10075,экономический неравенство приводить неравный распределение,0
10076,богатство ресурс результат некоторый человек,0
10077,оказываться привилегированный положение иметь доступ,0
10078,хороший образование здравоохранение жильё возможность,0
10079,профессиональный рост вынудить бороться выживание,0
10080,проживать нищета создавать неравенство шанс,0
10081,ограничивать социальный мобильность очередь препятствовать,0
10082,развитие общество целое бедность являться,0
10083,следствие экономический неравенство миллион человек,0
10084,весь мир вынудить жить грань,0
10085,нищета иметь возможность удовлетворить базовый,0
10086,потребность питание доступ чистый вода,0
10087,жильё медицинский обслуживание кроме бедность,0
10088,вести безработица низкий уровень образование,0
10089,ограниченный возможность саморазвитие рост экономический,0
10090,неравенство бедность иметь множество отрицательный,0
10091,последствие общество первый приводить социальный,0
10092,конфликт напряжённость человек оказаться неблагоприятный,0
10093,положение испытывать разочарование обида отношение,0
10094,богатый привилегированный слой общество приводить,0
10095,нарушение общественный стабильность усиление социальный,0
10096,дезинтеграция кроме экономический неравенство бедность,0
10097,снижать качество жизнь человек ограничивать,0
10098,возможность препятствовать развитие человеческий капитал,0
10099,поскольку многие талантливый способный человек,0
10100,иметь доступ образование возможность реализовать,0
10101,потенциал образ общество упускать возможность,0
10102,развиться процветать борьба экономический неравенство,0
10103,бедность необходимо принять мера различный,0
10104,уровень государство должный разработать реализовать,0
10105,социальный программа направить борьба неравенство,0
10106,содействие равный возможность улучшение условие,0
10107,жизнь малоимущий слой население международный,0
10108,организация финансовый институт должный активно,0
10109,участвовать поддержка финансирование социальный программа,0
10110,проект направить сокращение экономический неравенство,0
10111,целое борьба экономический неравенство бедность,0
10112,требовать скоординировать усилие всесторонний подход,0
10113,путём создание справедливый экономический система,0
10114,обеспечение равный возможность человек смочь,0
10115,достигнуть устойчивый социально экономический развитие,0
10116,общественный благосостояние мир существовать множество,0
10117,международный конфликт возникать результат различный,0
10118,причина территориальный спор религиозный разногласие,0
10119,экономический интерес политический разногласие далее,0
10120,различие страна народ дипломатия являться,0
10121,основной сила способный привести разрешение,0
10122,конфликт сохранение мир дипломатия искусство,0
10123,ведение международный отношение основать диалог,0
10124,переговоры поиск компромисс многий случай,0
10125,страна возникать разногласие международный дипломатический,0
10126,усилие призвать обеспечить решение спор,0
10127,мирный путём дипломатия иметь несколько,0
10128,инструмент помогать достигнуть гармония разрешить,0
10129,конфликт дипломатический переговоры переговоры сторона,0
10130,проводить закрытый дверь позволять выявить,0
10131,обсудить основной проблема разногласие часто,0
10132,переговоры подразумевать взаимный уступка сторона,0
10133,участник достигнуть компромиссный решение инструмент,0
10134,дипломатия международный соглашение соглашение сторона,0
10135,обычно заключаться результат долгий переговоры,0
10136,предусматривать принятие обязательство сторона отношение,0
10137,определённый вопрос соглашение мочь формализовать,0
10138,вид договор протокол меморандум документ,0
10139,кроме дипломатия предусматривать использование различный,0
10140,международный институт организация организация объединить,0
10141,нация европейский союз нато обсуждать,0
10142,решать важный мировой вопрос организация,0
10143,играть важный роль международный дипломатия,0
10144,служить открытый форум обсуждение разрешение,0
10145,спор дипломатический усилие приводить полный,0
10146,разрешение конфликт некоторый страна предпочитать,0
10147,использовать сила создавать международный кризис,0
10148,провоцировать конфликт случай дипломатия направить,0
10149,смягчение последствие конфликт уменьшение насилие,0
10150,приведение сторона переговоры образ международный,0
10151,конфликт дипломатия тесно связать друг,0
10152,друг дипломатия являться ключевой инструмент,0
10153,разрешение разногласие страна народ мирный,0
10154,урегулирование конфликт поддержание глобальный безопасность,0
10155,способствовать достижение компромисс справедливый решение,0
10156,вести сотрудничество развитие мирный отношение,0
10157,народ современный общество существовать множество,0
10158,этнический культурный меньшинство играть важный,0
10159,роль формирование многообразие разнообразие меньшинство,0
10160,представлять различный этнический религиозный языковой,0
10161,культурный группа отличаться мажоритарный население,0
10162,этнический меньшинство мочь формировать национальный,0
10163,меньшинство приехать страна регион страна,0
10164,мигрант ищущий хороший жизнь новый,0
10165,место некоторый этнический меньшинство иметь,0
10166,долгий история проживание определённый территория,0
10167,время меньшинство мочь временной сезонный,0
10168,культурный меньшинство сторона мочь формироваться,0
10169,основа язык религия обычай традиция,0
10170,мочь существовать внутри определённый этнический,0
10171,группа национальный меншинство представлять социальный,0
10172,группа уникальный культура образ жизнь,0
10173,создание условие уважение сохранение этнический,0
10174,культурный меньшинство являться важный аспект,0
10175,современный политика основать принцип разнообразие,0
10176,инклюзия правительство общество целое должный,0
10177,признавать уважать право свобода этнический,0
10178,культурный меньшинство обеспечивать равный возможность,0
10179,защита дискриминация насилие существовать ряд,0
10180,мера принять поддержка этнический культурный,0
10181,меньшинство первый создание образовательный программа,0
10182,культурный центр способствовать сохранение развитие,0
10183,культурный наследие меньшинство помогать сохранить,0
10184,уникальность идентичность второй включение представитель,0
10185,этнический культурный меньшинство политический общественный,0
10186,структура помогать обеспечить видимый член,0
10187,общество общественный мнение осведомлённость этнический,0
10188,культурный меньшинство мочь способствовать создание,0
10189,толерантный уважительный общество разнообразие считаться,0
10190,ценность богатство результат уважение поддержка,0
10191,этнический культурный меньшинство создавать справедливый,0
10192,равноправный инклюзивный общество способствовать сохранение,0
10193,развитие культурный многообразие создавать условие,0
10194,сотрудничество взаимопонимание различный этнический культурный,0
10195,группа масса медиа мощный инструмент,0
10196,способный оказывать значительный влияние общественный,0
10197,реалия представление средство массовый информация,0
10198,телевидение радио газета интернет формировать,0
10199,моделировать восприятие мир влиять взаимодействовать,0
10200,окружающий среда первый масса медиа,0
10201,играть важный роль передача новость,0
10202,информация общество регулярно сообщать происходить,0
10203,событие политический разработка экономический тренд,0
10204,актуальный тема образ масса медиа,0
10205,помогать информированный происходить мир влиять,0
10206,общественный представление второй масса медиа,0
10207,формировать общественный реалия представление создание,0
10208,идеал стереотип представлять определённый группа,0
10209,человек профессия социальный категория предлагать,0
10210,определённый идея должный например благодаря,0
10211,телевидение киноиндустрия часто формироваться представление,0
10212,красота успех счастие стандарт жизнь,0
10213,третий масса медиа играть ключевой,0
10214,роль формирование общественный мнение воздействие,0
10215,поведение мочь влиять политический предпочтение,0
10216,социальный ценность потребительский привычка реклама,0
10217,например убедить необходимость покупка определённый,0
10218,товар услуга следовать отметить масса,0
10219,медиа отражать объективный реальность мочь,0
10220,подверженный искажение манипуляция сторона владелец,0
10221,редактор некоторый профессионал область журналистика,0
10222,информационный идеал стереотип мочь важный,0
10223,достоверный объективный информация поэтому важно,0
10224,критически настроить отношение масса медиа,0
10225,постоянно проверять информация разный источник,0
10226,заключение сказать масса медиа оказывать,0
10227,значительный влияние общественный реалия представление,0
10228,передавать информация формировать идеал стереотип,0
10229,воздействовать общественный мнение поведение необходимо,0
10230,критически настроить разбираться масса медиа,0
10231,создавать моделировать восприятие понимание мир,0
10232,управление персонал мотивация сотрудник играть,0
10233,решающий роль успешный функционирование организация,0
10234,руководство компания должный обращать особый,0
10235,внимание аспект зависеть эффективность работа,0
10236,команда достижение поставить цель ключевой,0
10237,фактор управление персонал правильный подбор,0
10238,кандидат вакантный должность руководство должный,0
10239,уметь анализировать навык опыт потенциальный,0
10240,сотрудник выбирать подходить конкретный задача,0
10241,работа коллектив кроме важно развивать,0
10242,система обучение тренировка сотрудник постоянно,0
10243,повышать квалификация мочь эффективно выполнять,0
10244,обязанность важный аспект управление персонал,0
10245,мотивация сотрудник руководитель должный постоянно,0
10246,стимулировать команда создавать благоприятный рабочий,0
10247,атмосфера необходимо учитывать индивидуальный потребность,0
10248,интерес каждый сотрудник некоторый человек,0
10249,мочь мотивировать финансовый вознаграждение ощущение,0
10250,выполнить работа возможность самореализация поэтому,0
10251,руководство компания следовать использовать разный,0
10252,метод мотивация поддерживать высокий уровень,0
10253,энергия преданность сотрудник своевременный конструктивный,0
10254,обратный связь играть важный роль,0
10255,управление персонал мотивация сотрудник руководитель,0
10256,должный активно коммуницировать команда регулярно,0
10257,проводить оценка работа давать рекомендация,0
10258,улучшение помочь сотрудник понять сильный,0
10259,сторона направление нужно развиваться кроме,0
10260,важно поощрять признавать достижение сотрудник,0
10261,понимать работа ценный важный компания,0
10262,целое управление персонал мотивация сотрудник,0
10263,сложный необходимый процесс требовать постоянный,0
10264,внимание усилие сторона руководство компания,0
10265,учёт аспект создать команда эффективно,0
10266,работать вести организация достижение успех,0
10267,этика нормативный принцип играть важный,0
10268,роль научный исследование наука основать,0
10269,строгость объективность непредвзятость требовать соблюдение,0
10270,этический стандарт обеспечение надёжность доверие,0
10271,получить результат основный принцип научный,0
10272,этика являться интегритет честность исследование,0
10273,предполагать отсутствие подтасовка данные искажение,0
10274,результат манипуляция информация научный общество,0
10275,организация разработать строгий правило устранение,0
10276,подобный нарушение наказание совершитель нормативный,0
10277,принцип наука включать точный указание,0
10278,авторство исследование означать участник исследование,0
10279,должный указать соответствующий публикация получать,0
10280,заслужить признание вклад плагиат научный,0
10281,работа строго запретить привести серьёзный,0
10282,последствие научный сообщество важный принцип,0
10283,этика наука являться защита право,0
10284,благополучие участник исследование например защита,0
10285,конфиденциальность пациент медицинский исследование соблюдение,0
10286,этический норма работа животное существовать,0
10287,специальный комитет правило регулировать подобный,0
10288,вопрос доверие научный исследование результат,0
10289,обеспечиваться прозрачность открытость означать результат,0
10290,должный доступный проверка воспроизведение учёный,0
10291,научный статья должный опубликовать рецензировать,0
10292,журнал представить научный конференция мочь,0
10293,оценить проверить специалист вызов сталкиваться,0
10294,наука сегодня являться этический использование,0
10295,новый технология генный инженерия искусственный,0
10296,интеллект специалист разрабатывать этический принцип,0
10297,должный соблюдать осуществление подобный исследование,0
10298,целое соблюдение этика нормативный принцип,0
10299,являться основа научный работа оно,0
10300,обеспечивать долгосрочный развитие наука поддерживать,0
10301,доверие общество научный достижение стремление,0
10302,этически чистый непредвзятый исследование являться,0
10303,неотъемлемый часть работа учёный исследователь,0
10304,социальный активизм играть важный роль,0
10305,общество поскольку способствовать прогресс улучшение,0
10306,качество жизнь человек движение иметь,0
10307,цель содействовать положительный изменение различный,0
10308,аспект общество включая социальный политический,0
10309,экономический экологический сфера основный ценность,0
10310,социальный активизм являться стремление справедливость,0
10311,равенство активист вступать действие сталкиваться,0
10312,системный структурный неравенство нарушение право,0
10313,человек иной форма социальный несправедливость,0
10314,цель активист заключаться привлечь внимание,0
10315,общественность проблема добиться перемена социальный,0
10316,активизм выражаться различный форма митинг,0
10317,пикет петиция кампания социальный сеть,0
10318,форма общественный протест активист активно,0
10319,взаимодействовать общество освещать проблема вызывающий,0
10320,беспокойство использовать средство массовый информация,0
10321,привлечь внимание причина последствие проблема,0
10322,социальный активизм сочетать индивидуальный коллективный,0
10323,усилие человек начинать активистский деятельность,0
10324,самостоятельно основываться убеждение страсть случай,0
10325,человек объединяться организация движение совместно,0
10326,работать достижение цель результат социальный,0
10327,активизм мочь весьма значимый мир,0
10328,активист добиваться изменение правовой норма,0
10329,принятие политический решение повлиять повседневный,0
10330,отношение общество различный вопрос деятельность,0
10331,часто способствовать повышение осведомлённость образование,0
10332,население важный социальный вопрос социальный,0
10333,активизм опираться положительный изменение связать,0
10334,конфликт разногласие вызывать непонимание спор,0
10335,общество важно помнить активизм должный,0
10336,базироваться конструктивный мирный начало цель,0
10337,деятельность активист должный направить улучшение,0
10338,положение общество целое образ социальный,0
10339,активизм играть ключевой роль общество,0
10340,стимулировать позитивный изменение прогресс активист,0
10341,являться движущий сила привлекать внимание,0
10342,существующий проблема способствовать решение являться,0
10343,голос надежда сталкиваться социальный несправедливость,0
10344,стремиться хороший будущий борьба насилие,0
10345,нарушение право человек являться наиболее,0
10346,актуальный важный проблема современный общество,0
10347,проблема сопровождаться физический психологический страдание,0
10348,отдельный индивид негативный последствие общество,0
10349,целое борьба принимать участие правозащитный,0
10350,организация государственный структура международный общественный,0
10351,организация каждый отдельный гражданин основный,0
10352,причина насилие нарушение право человек,0
10353,являться неприятие различие отличие человек,0
10354,мочь различие пол раса религия,0
10355,сексуальный ориентация социальный статус важно,0
10356,отметить отличие оправдывать насилие нарушение,0
10357,право человек должный существовать уважение,0
10358,признание равенство каждый человек независимо,0
10359,индивидуальный характеристика борьба насилие нарушение,0
10360,право человек начинаться образование просвещение,0
10361,необходимо сформировать осознанный ответственный подход,0
10362,проблема общество нужно знать право,0
10363,уметь защищать важно образовательный учреждение,0
10364,вкладываться просвещение освещать проблематика нарушение,0
10365,право человек готовить сильный независимый,0
10366,индивид мочь эффективно бороться проблема,0
10367,государственный орган иметь важный роль,0
10368,борьба насилие нарушение право человек,0
10369,должный создавать реализовывать эффективный механизм,0
10370,защита право человек наказание нарушение,0
10371,необходимо помнить борьба насилие применение,0
10372,насилие должный стать инструмент государство,0
10373,должный применять мирный законный метод,0
10374,предотвращение насилие соблюдение право человек,0
10375,правозащитный организация играть значимый роль,0
10376,обнаружение документирование расследование нарушение право,0
10377,человек оказывать помощь пострадать мочь,0
10378,поддерживать пострадать выступать защита поднимать,0
10379,общественный сознание проблема насилие нарушение,0
10380,право человек важно осознавать каждый,0
10381,гражданин иметь роль борьба насилие,0
10382,нарушение право человек должный бдительный,0
10383,осуждать насилие противостоять дискриминация уважать,0
10384,право каждый человек должный активный,0
10385,участник поддержка защита право человек,0
10386,общество целое борьба насилие нарушение,0
